id,compound_word,word1,word2,sandhi_type,rule_id
308,ज्ञोऽविदर्थस्य करणे,ज्ञः,अविदर्थस्य,consonant,23051.0
309,अधीगर्थदयेशां कर्मणि,अधीगर्थदयेशाम्,कर्मणि,consonant,23052.0
310,रुजार्थानां भाववचनानामज्वरेः,रुजार्थानाम्,भाववचनानाम्,consonant,23054.0
311,जासिनिप्रहणनाटक्राथपिषां हिंसायाम्‌,जासिनिप्रहणनाटक्राथपिषाम्,हिंसायाम्,consonant,23056.0
312,दिवस्तदर्थस्य,दिवः,तदर्थस्य,visarga,23058.0
313,विभाषोपसर्गे,विभाषा,उपसर्गे,vowel,23059.0
314,प्रेष्यब्रुवोर्हविषो देवतासम्प्रदाने,प्रेष्यब्रुवोः,हविषः,visarga,23061.0
315,चतुर्थ्यर्थे बहुलं छन्दसि,चतुर्थ्यर्थे,बहुलम्,consonant,23062.0
316,यजेश्च करणे,यजेः,च,consonant,23063.0
317,कृत्वोऽर्थप्रयोगे कालेऽधिकरणे,कृत्वोऽर्थप्रयोगे,काले,consonant,23064.0
318,क्तस्य च वर्तमाने,क्तस्य,च,consonant,23067.0
319,अधिकरणवाचिनश्च,अधिकरणवाचिनः,च,visarga,23068.0
320,न लोकाव्ययनिष्ठाखलर्थतृनाम्‌,न,लोकाव्ययनिष्ठाखलर्थतृनाम्,consonant,23069.0
321,अकेनोर्भविष्यदाधमर्ण्ययोः,अकेनोः,भविष्यदाधमर्ण्ययोः,visarga,23070.0
322,कृत्यानां कर्तरि वा,कृत्यानाम्,कर्त्तरि,consonant,23071.0
323,तुल्यार्थैरतुलोपमाभ्यां तृतीयाऽन्यतरस्याम्‌,तुल्यार्थे,अतुलोपमाभ्याम्,consonant,23072.0
324,चतुर्थी चाशिष्यायुष्यमद्रभद्रकुशलसुखार्थहितैः,चतुर्थी,च,consonant,23073.0
325,द्विगुरेकवचनम्‌,द्विगुः,एकवचनम्,visarga,24001.0
326,द्वंद्वश्च प्राणितूर्यसेनाङ्गानाम्‌,द्वन्द्वः,च,consonant,24002.0
327,अनुवादे चरणानाम्‌,अनुवादे,चरणानाम्,consonant,24003.0
328,अध्वर्युक्रतुरनपुंसकम्.,अध्वर्युक्रतुः,अनपुंसकम्,visarga,24004.0
329,अध्ययनतोऽविप्रकृष्टाख्यानाम्‌,अध्ययनतः,अविप्रकृष्टाख्यानाम्,visarga,24005.0
330,जातिरप्राणिनाम्‌,जातिः,अप्राणिनाम्,visarga,24006.0
331,विशिष्टलिङ्गो नदी देशोऽग्रामाः,विशिष्टलिङ्गह्,नदी,consonant,24007.0
332,येषां च विरोधः शाश्वतिकः,येषाम्,च,consonant,24009.0
333,शूद्राणामनिरवसितानाम्‌,शूद्राणाम्,अनिरवसितानाम्,consonant,24010.0
334,विभाषा वृक्षमृगतृणधान्यव्यञ्जनपशुशकुन्यश्ववडवपूर्वापराधरोत्तराणाम्‌,विभाषा,वृक्षमृगतृणधान्यव्यञ्जनपशुशकुन्यश्ववडवपूर्वापराधरोत्तराणाम्,consonant,24012.0
335,विप्रतिषिद्धं चानधिकरणवाचि,विप्रतिषिद्धम्,च,consonant,24013.0
336,स नपुंसकम्‌,सः,नपुंसकम्,visarga,24017.0
337,अव्ययीभावश्च,अव्ययीभावः,च,visarga,24018.0
338,तत्पुरुषोऽनञ्‌ कर्मधारयः,तत्पुरुषः,अनञ्,consonant,24019.0
339,संज्ञायां कन्थोशीनरेषु,संज्ञायाम्,कन्था,consonant,24020.0
340,उपज्ञोपक्रमं तदाद्याचिख्यासायाम्‌,उपज्ञोपक्रमम्,तदाद्याचिख्यासायाम्,consonant,24021.0
341,विभाषा सेनासुराछायाशालानिशानाम्‌,विभाषा,सेनासुराच्छायाशालानिशानाम्,consonant,24025.0
342,परवल्लिङ्गं द्वन्द्वतत्पुरुषयोः,परवत्,लिङ्गम्,consonant,24026.0
343,पूर्ववदश्ववडवौ,पूर्ववत्,अश्ववडवौ,consonant,24027.0
344,हेमन्तशिशिरावहोरात्रे च च्छन्दसि,हेमन्तशिशिरौ,अहोरात्रे,consonant,24028.0
345,अपथं नपुंसकम्‌,अपथम्,नपुंसकम्,consonant,24030.0
346,इदमोऽन्वादेशेऽशनुदात्तस्तृतीयाऽऽदौ,इदमः,अन्वादेशे,consonant,24032.0
347,एतदस्त्रतसोस्त्रतसौ चानुदात्तौ,एतदः,त्रतसोः,consonant,24033.0
348,द्वितीयाटौस्स्वेनः,द्वितीयाटौस्सु,एनः,vowel,24034.0
349,अदो जग्धिर्ल्यप्ति किति,अदः,जग्धिः,consonant,24036.0
350,लुङ्सनोर्घसॢ,लुङ्सनोः,घसॢ,visarga,24037.0
351,घञपोश्च,घञपोः,च,visarga,24038.0
352,बहुलं छन्दसि,बहुलम्,छन्दसि,consonant,24039.0
353,लिट्यन्यतरस्याम्‌,लिटि,अन्यतरस्याम्,vowel,24040.0
